# required packages for NextFerretOS.
libxml2/stable,now 2.12.7+dfsg+really2.9.14-2.1+deb13u2 amd64 [installed,automatic]
libxmlb2/stable,now 0.3.22-1 amd64 [installed,automatic]
libxmlsec1t64-openssl/stable,now 1.2.41-1+b1 amd64 [installed,automatic]
libxmlsec1t64/stable,now 1.2.41-1+b1 amd64 [installed,automatic]
libxmu6/stable,now 2:1.1.3-3+b4 amd64 [installed,automatic]
libxmuu1/stable,now 2:1.1.3-3+b4 amd64 [installed,automatic]
libxnvctrl0/stable,now 535.171.04-1+b2 amd64 [installed,automatic]
libxpm4/stable,now 1:3.5.17-1+b3 amd64 [installed,automatic]
libxrandr2/stable,now 2:1.5.4-1+b3 amd64 [installed,automatic]
libxrender1/stable,now 1:0.9.12-1 amd64 [installed,automatic]
libxshmfence1/stable,now 1.3.3-1 amd64 [installed,automatic]
libxslt1.1/stable,stable-security,now 1.1.35-1.2+deb13u2 amd64 [installed,automatic]
libxss1/stable,now 1:1.2.3-1+b3 amd64 [installed,automatic]
libxt6t64/stable,now 1:1.2.1-1.2+b2 amd64 [installed,automatic]
libxtables12/stable,now 1.8.11-2 amd64 [installed]
libxtst6/stable,now 2:1.2.5-1 amd64 [installed,automatic]
libxv1/stable,now 2:1.0.11-1.1+b3 amd64 [installed,automatic]
libxvidcore4/stable,now 2:1.3.7-1+b2 amd64 [installed,automatic]
libxvmc1/stable,now 2:1.0.12-2+b3 amd64 [installed,automatic]
libxxf86dga1/stable,now 2:1.1.5-1+b3 amd64 [installed,automatic]
libxxf86vm1/stable,now 1:1.1.4-1+b4 amd64 [installed,automatic]
libxxhash0/stable,now 0.8.3-2 amd64 [installed]
libyaml-0-2/stable,now 0.2.5-2 amd64 [installed,automatic]
libyuv0/stable,now 0.0.1904.20250204-1 amd64 [installed,automatic]
libz3-4/stable,now 4.13.3-1 amd64 [installed,automatic]
libze1/stable,now 1.20.6-1 amd64 [installed,automatic]
libzimg2/stable,now 3.0.5+ds1-1+b2 amd64 [installed,automatic]
libzip5/stable,now 1.11.3-2 amd64 [installed,automatic]
libzix-0-0/stable,now 0.6.2-1 amd64 [installed,automatic]
libzmq5/stable,now 4.3.5-1+b3 amd64 [installed,automatic]
libzstd1/stable,now 1.5.7+dfsg-1 amd64 [installed]
libzvbi-common/stable,now 0.2.44-1 all [installed,automatic]
libzvbi0t64/stable,now 0.2.44-1 amd64 [installed,automatic]
libzxing3/stable,now 2.3.0-4 amd64 [installed,automatic]
linux-base/stable,now 4.12 all [installed,automatic]
linux-image-6.12.63+deb13-amd64/stable,now 6.12.63-1 amd64 [installed,automatic]
linux-image-amd64/stable,now 6.12.63-1 amd64 [installed,upgradable to: 6.12.69-1]
linux-libc-dev/stable-security,now 6.12.69-1 all [installed,automatic]
linux-sysctl-defaults/stable,now 4.12 all [installed]
live-boot-doc/stable,now 1:20250815~deb13u1 all [installed,automatic]
live-boot-initramfs-tools/stable,now 1:20250815~deb13u1 all [installed,automatic]
live-boot/stable,now 1:20250815~deb13u1 all [installed]
live-config-doc/stable,now 11.0.5 all [installed,automatic]
live-config-systemd/stable,now 11.0.5 all [installed,automatic]
live-config/stable,now 11.0.5 all [installed]
live-tools/stable,now 1:20240525 all [installed,automatic]
locales/stable,now 2.41-12+deb13u1 all [installed,automatic]
login.defs/stable,now 1:4.17.4-2 all [installed]
login/stable,now 1:4.16.0-2+really2.41-5 amd64 [installed]
logrotate/stable,now 3.22.0-1 amd64 [installed]
logsave/stable,now 1.47.2-3+b7 amd64 [installed]
luit/stable,now 2.0.20240910-1 amd64 [installed,automatic]
make/stable,now 4.4.1-2 amd64 [installed]
man-db/stable,now 2.13.1-1 amd64 [installed,automatic]
manpages-dev/stable,now 6.9.1-1 all [installed,automatic]
manpages/stable,now 6.9.1-1 all [installed,automatic]
mawk/stable,now 1.3.4.20250131-1 amd64 [installed]
mbox-importer/stable,now 4:24.12.3-1 amd64 [installed,automatic]
media-player-info/stable,now 26-1 all [installed,automatic]
media-types/stable,now 13.0.0 all [installed,automatic]
mesa-common-dev/stable,now 25.0.7-2 amd64 [installed]
mesa-drm-shim/stable,now 25.0.7-2 amd64 [installed]
mesa-libgallium/stable,now 25.0.7-2 amd64 [installed]
mesa-opencl-icd/stable,now 25.0.7-2 amd64 [installed]
mesa-utils-bin/stable,now 9.0.0-2+b2 amd64 [installed]
mesa-utils/stable,now 9.0.0-2+b2 amd64 [installed]
mesa-va-drivers/stable,now 25.0.7-2 amd64 [installed]
mesa-vdpau-drivers/stable,now 25.0.7-2 amd64 [installed]
mesa-vulkan-drivers/stable,now 25.0.7-2 amd64 [installed]
messagelib-data/stable,now 4:24.12.3-4 all [installed,automatic]
milou/stable,now 4:6.3.5-1 amd64 [installed,automatic]
mobile-broadband-provider-info/stable,now 20250613-2 all [installed,automatic]
modemmanager/stable,now 1.24.0-1+deb13u1 amd64 [installed,automatic]
mokutil/stable,now 0.7.2-1 amd64 [installed,automatic]
mount/stable,now 2.41-5 amd64 [installed]
mtools/stable,now 4.0.48-1 amd64 [installed]
nano/stable,now 8.4-1 amd64 [installed]
ncurses-base/stable,now 6.5+20250216-2 all [installed]
ncurses-bin/stable,now 6.5+20250216-2 amd64 [installed]
netbase/stable,now 6.5 all [installed]
netpbm/stable,now 2:11.10.02-1 amd64 [installed,automatic]
network-manager-l10n/stable,now 1.52.1-1 all [installed,automatic]
network-manager/stable,now 1.52.1-1 amd64 [installed]
nftables/stable,now 1.1.3-1 amd64 [installed]
ntfs-3g/stable,now 1:2022.10.3-5 amd64 [installed,automatic]
ocean-sound-theme/stable,now 6.3.4-1 all [installed,automatic]
ocl-icd-libopencl1/stable,now 2.3.3-1 amd64 [installed,automatic]
okular-data/stable,now 4:25.04.2-1 all [installed,automatic]
okular-doc/stable,now 4:25.04.2-1 all [installed,automatic]
okular/stable,now 4:25.04.2-1 amd64 [installed,automatic]
openssh-client/stable,now 1:10.0p1-7 amd64 [installed,automatic]
openssl-provider-legacy/stable,now 3.5.4-1~deb13u1 amd64 [installed,upgradable to: 3.5.4-1~deb13u2]
openssl/stable,now 3.5.4-1~deb13u1 amd64 [installed,upgradable to: 3.5.4-1~deb13u2]
os-prober/stable,now 1.83 amd64 [installed,automatic]
oxygen-sounds/stable,now 4:6.3.4-1 all [installed,automatic]
p11-kit-modules/stable,now 0.25.5-3 amd64 [installed,automatic]
p11-kit/stable,now 0.25.5-3 amd64 [installed,automatic]
packagekit-tools/stable,now 1.3.1-1 amd64 [installed,automatic]
packagekit/stable,now 1.3.1-1 amd64 [installed,automatic]
pango1.0-tools/stable,now 1.56.3-1 amd64 [installed]
par2/stable,now 0.8.1-3 amd64 [installed,automatic]
parted/stable,now 3.6-5 amd64 [installed]
partitionmanager/stable,now 24.12.3-1 amd64 [installed,automatic]
passwd/stable,now 1:4.17.4-2 amd64 [installed]
patch/stable,now 2.8-2 amd64 [installed,automatic]
pci.ids/stable,now 0.0~2025.06.09-1 all [installed,automatic]
pciutils/stable,now 1:3.13.0-2 amd64 [installed,automatic]
perl-base/stable,now 5.40.1-6 amd64 [installed]
perl-modules-5.40/stable,now 5.40.1-6 all [installed,automatic]
perl-openssl-defaults/stable,now 7+b2 amd64 [installed,automatic]
perl/stable,now 5.40.1-6 amd64 [installed,automatic]
phonon-backend-vlc-common/stable,now 0.12.0-3 all [installed,automatic]
phonon4qt6-backend-vlc/stable,now 0.12.0-3+b4 amd64 [installed,automatic]
phonon4qt6/stable,now 4:4.12.0-5 amd64 [installed,automatic]
pim-data-exporter/stable,now 4:24.12.3-1 amd64 [installed,automatic]
pim-sieve-editor/stable,now 4:24.12.3-1 amd64 [installed,automatic]
pinentry-curses/stable,now 1.3.1-2 amd64 [installed,automatic]
pinentry-gnome3/stable,now 1.3.1-2 amd64 [installed,automatic]
pipewire-bin/stable,now 1.4.2-1 amd64 [installed,automatic]
pipewire-pulse/stable,now 1.4.2-1 amd64 [installed,automatic]
pipewire/stable,now 1.4.2-1 amd64 [installed,automatic]
pkexec/stable,now 126-2 amd64 [installed]
plasma-activities-bin/stable,now 6.3.4-1 amd64 [installed,automatic]
plasma-browser-integration/stable,now 6.3.4-2 amd64 [installed,automatic]
plasma-dataengines-addons/stable,now 4:6.3.5-1 amd64 [installed,automatic]
plasma-desktop-data/stable,now 4:6.3.6-1 all [installed,automatic]
plasma-desktop-doc/stable,now 4:6.3.6-1 all [installed,automatic]
plasma-desktop/stable,now 4:6.3.6-1 amd64 [installed,automatic]
plasma-desktoptheme/stable,now 6.3.5-1 amd64 [installed,automatic]
plasma-discover-backend-fwupd/stable,now 6.3.6-1 amd64 [installed,automatic]
plasma-discover-common/stable,now 6.3.6-1 all [installed,automatic]
plasma-discover/stable,now 6.3.6-1 amd64 [installed,automatic]
plasma-disks/stable,now 6.3.4-1 amd64 [installed,automatic]
plasma-firewall/stable,now 6.3.4-2 amd64 [installed,automatic]
plasma-integration/stable,now 6.3.6-1 amd64 [installed,automatic]
plasma-nm/stable,now 4:6.3.4-2 amd64 [installed,automatic]
plasma-pa/stable,now 4:6.3.4-1 amd64 [installed,automatic]
plasma-runners-addons/stable,now 4:6.3.5-1 amd64 [installed,automatic]
plasma-systemmonitor/stable,now 6.3.6-1 amd64 [installed,automatic]
plasma-thunderbolt/stable,now 6.3.4-1 amd64 [installed,automatic]
plasma-vault/stable,now 6.3.5-1 amd64 [installed,automatic]
plasma-wallpapers-addons/stable,now 4:6.3.5-1 amd64 [installed,automatic]
plasma-welcome/stable,now 6.3.4-1 amd64 [installed,automatic]
plasma-widgets-addons/stable,now 4:6.3.5-1 amd64 [installed,automatic]
plasma-workspace-data/stable,now 4:6.3.6-2 all [installed,automatic]
plasma-workspace-doc/stable,now 4:6.3.6-2 all [installed,automatic]
plasma-workspace/stable,now 4:6.3.6-2 amd64 [installed,automatic]
plasma5-integration/stable,now 6.3.6-1 amd64 [installed,automatic]
plymouth-label/stable,now 24.004.60-5 amd64 [installed,automatic]
plymouth-themes/stable,now 24.004.60-5 amd64 [installed]
plymouth/stable,now 24.004.60-5 amd64 [installed]
pnp.ids/stable,now 0.394-1 all [installed,automatic]
pocketsphinx-en-us/stable,now 0.8+5prealpha+1-15 all [installed,automatic]
polkit-kde-agent-1/stable,now 4:6.3.6-1 amd64 [installed,automatic]
polkitd/stable,now 126-2 amd64 [installed,automatic]
poppler-data/stable,now 0.4.12-1 all [installed,automatic]
power-profiles-daemon/stable,now 0.30-1.1 amd64 [installed,automatic]
powerdevil-data/stable,now 4:6.3.6-1 all [installed,automatic]
powerdevil/stable,now 4:6.3.6-1 amd64 [installed,automatic]
ppp/stable,now 2.5.2-1+1 amd64 [installed,automatic]
procps/stable,now 2:4.0.4-9 amd64 [installed]
psmisc/stable,now 23.7-2 amd64 [installed,automatic]
publicsuffix/stable,now 20250328.1952-0.1 all [installed,automatic]
pulseaudio-utils/stable,now 17.0+dfsg1-2+b1 amd64 [installed,automatic]
python3-bcrypt/stable,now 4.2.0-2.1+b1 amd64 [installed,automatic]
python3-certifi/stable,now 2025.1.31+ds-1 all [installed,automatic]
python3-cffi-backend/stable,now 1.17.1-3 amd64 [installed,automatic]
python3-cryptography/stable,now 43.0.0-3 amd64 [installed,automatic]
python3-fuse/stable,now 2:1.0.9-1+b1 amd64 [installed,automatic]
python3-gi/stable,now 3.50.0-4+b1 amd64 [installed,automatic]
python3-ldb/stable,now 2:2.11.0+samba4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
python3-minimal/stable,now 3.13.5-1 amd64 [installed,automatic]
python3-psutil/stable,now 7.0.0-2 amd64 [installed,automatic]
python3-pylibacl/stable,now 0.7.2-1+b1 amd64 [installed,automatic]
python3-pyqt6.sip/stable,now 13.10.0-1+b1 amd64 [installed,automatic]
python3-pyqt6/stable,now 6.9.0-2 amd64 [installed]
python3-pyxattr/stable,now 0.8.1-1+b6 amd64 [installed,automatic]
python3-samba/stable,now 2:4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
python3-sentry-sdk/stable,now 2.18.0-1 all [installed,automatic]
python3-talloc/stable,now 2:2.4.3+samba4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
python3-tdb/stable,now 2:1.4.13+samba4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
python3-tornado/stable,now 6.4.2-3 amd64 [installed,automatic]
python3-urllib3/stable-security,now 2.3.0-3+deb13u1 all [installed,automatic]
python3.13-minimal/stable,now 3.13.5-2 amd64 [installed,automatic]
python3.13/stable,now 3.13.5-2 amd64 [installed,automatic]
python3/stable,now 3.13.5-1 amd64 [installed]
qdbus-qt6/stable,now 6.8.2-5 amd64 [installed,automatic]
qml-module-gsettings1.0/stable,now 1.0.0-4 amd64 [installed,automatic]
qml-module-gsettings/stable,now 1.0.0-4 amd64 [installed,automatic]
qml-module-org-kde-kirigami2/stable,now 5.116.0-1 amd64 [installed,automatic]
qml-module-org-kde-qqc2desktopstyle/stable,now 5.116.1-1 amd64 [installed,automatic]
qml-module-org-kde-sonnet/stable,now 5.116.0-1 amd64 [installed,automatic]
qml-module-qtgraphicaleffects/stable,now 5.15.15-2 amd64 [installed,automatic]
qml-module-qtqml-models2/stable,now 5.15.15+dfsg-3 amd64 [installed,automatic]
qml-module-qtquick-controls2/stable,now 5.15.15+dfsg-2 amd64 [installed,automatic]
qml-module-qtquick-layouts/stable,now 5.15.15+dfsg-3 amd64 [installed,automatic]
qml-module-qtquick-templates2/stable,now 5.15.15+dfsg-2 amd64 [installed,automatic]
qml-module-qtquick-window2/stable,now 5.15.15+dfsg-3 amd64 [installed,automatic]
qml-module-qtquick2/stable,now 5.15.15+dfsg-3 amd64 [installed,automatic]
qml6-module-org-kde-activities/stable,now 6.3.4-1 amd64 [installed,automatic]
qml6-module-org-kde-baloo/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-bluezqt/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-breeze/stable,now 6.3.5-1 amd64 [installed,automatic]
qml6-module-org-kde-config/stable,now 6.13.0-2 amd64 [installed,automatic]
qml6-module-org-kde-coreaddons/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-desktop/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-draganddrop/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-graphicaleffects/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-guiaddons/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-iconthemes/stable,now 6.13.0-2 amd64 [installed,automatic]
qml6-module-org-kde-kcmutils/stable,now 6.13.0-2 amd64 [installed,automatic]
qml6-module-org-kde-kdeconnect/stable,stable-security,now 25.04.2-1+deb13u1 amd64 [installed,automatic]
qml6-module-org-kde-kholidays/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-kirigami/stable,now 6.13.0-2 amd64 [installed,automatic]
qml6-module-org-kde-kirigamiaddons-components/stable,now 1.7.0-1 amd64 [installed,automatic]
qml6-module-org-kde-kirigamiaddons-datetime/stable,now 1.7.0-1 amd64 [installed,automatic]
qml6-module-org-kde-kirigamiaddons-delegates/stable,now 1.7.0-1 amd64 [installed,automatic]
qml6-module-org-kde-kirigamiaddons-formcard/stable,now 1.7.0-1 amd64 [installed,automatic]
qml6-module-org-kde-kirigamiaddons-tableview/stable,now 1.7.0-1 amd64 [installed,automatic]
qml6-module-org-kde-kirigamiaddons-treeview/stable,now 1.7.0-1 amd64 [installed,automatic]
qml6-module-org-kde-kitemmodels/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-kquickcontrols/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-kquickcontrolsaddons/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-ksvg/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-ksysguard/stable,now 4:6.3.5-1 amd64 [installed,automatic]
qml6-module-org-kde-kwindowsystem/stable,now 6.13.0-2 amd64 [installed,automatic]
qml6-module-org-kde-networkmanager/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-newstuff/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-notifications/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-people/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-pipewire/stable,now 6.3.6-1 amd64 [installed,automatic]
qml6-module-org-kde-plasma-plasma5support/stable,now 4:6.3.4-1 amd64 [installed,automatic]
qml6-module-org-kde-prison/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-purpose/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-quickcharts/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-sonnet/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-syntaxhighlighting/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-org-kde-userfeedback/stable,now 6.13.0-1 amd64 [installed,automatic]
qml6-module-qt-labs-folderlistmodel/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qt-labs-platform/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qt-labs-qmlmodels/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qt5compat-graphicaleffects/stable,now 6.8.2-3+b1 amd64 [installed,automatic]
qml6-module-qtcore/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtmultimedia/stable,now 6.8.2-8 amd64 [installed,automatic]
qml6-module-qtpositioning/stable,now 6.8.2-3 amd64 [installed,automatic]
qml6-module-qtqml-models/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtqml-workerscript/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtqml/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick-controls/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick-dialogs/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick-effects/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick-layouts/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick-particles/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick-shapes/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick-templates/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick-tooling/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick-virtualkeyboard/stable,now 6.8.2+dfsg-3 amd64 [installed,automatic]
qml6-module-qtquick-window/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtquick/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
qml6-module-qtwebchannel/stable,now 6.8.2-2 amd64 [installed,automatic]
qml6-module-qtwebengine/stable,now 6.8.2+dfsg-4 amd64 [installed,automatic]
qml6-module-qtwebview/stable,now 6.8.2-2 amd64 [installed,automatic]
qml6-module-sso-onlineaccounts/stable,now 0.7+git20231028.05e79eb-6 amd64 [installed,automatic]
qt5-gtk-platformtheme/stable,now 5.15.15+dfsg-6 amd64 [installed,automatic]
qt6-gtk-platformtheme/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
qt6-image-formats-plugins/stable,now 6.8.2-4 amd64 [installed,automatic]
qt6-qpa-plugins/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
qt6-svg-plugins/stable,now 6.8.2-3 amd64 [installed,automatic]
qt6-translations-l10n/stable,now 6.8.2-2 all [installed,automatic]
qt6-virtualkeyboard-plugin/stable,now 6.8.2+dfsg-3 amd64 [installed,automatic]
qt6-wayland/stable,now 6.8.2-4 amd64 [installed,automatic]
qtspeech5-speechd-plugin/stable,now 5.15.15-2 amd64 [installed,automatic]
qttranslations5-l10n/stable,now 5.15.15-2 all [installed,automatic]
qtwayland5/stable,now 5.15.15-3 amd64 [installed,automatic]
readline-common/stable,now 8.2-6 all [installed]
rpcsvc-proto/stable,now 1.4.3-1 amd64 [installed,automatic]
rsync/stable,now 3.4.1+ds1-5+deb13u1 amd64 [installed]
rtkit/stable,now 0.13-5.1 amd64 [installed,automatic]
samba-common-bin/stable,now 2:4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
samba-common/stable,now 2:4.22.6+dfsg-0+deb13u1 all [installed,automatic]
samba-libs/stable,now 2:4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
sddm-theme-breeze/stable,now 4:6.3.6-1 amd64 [installed,automatic]
sddm-theme-debian-breeze/stable,now 4:6.3.6-1 amd64 [installed,automatic]
sddm/stable,now 0.21.0+git20250502.4fe234b-2 amd64 [installed,automatic]
sed/stable,now 4.9-2 amd64 [installed]
sensible-utils/stable,now 0.0.25 all [installed]
sgml-base/stable,now 1.31+nmu1 all [installed,automatic]
sgml-data/stable,now 2.0.11+nmu1 all [installed,automatic]
shared-mime-info/stable,now 2.4-5+b2 amd64 [installed,automatic]
shim-helpers-amd64-signed/stable,now 1+15.8+1 amd64 [installed,automatic]
shim-signed-common/stable,now 1.47+15.8-1 all [installed,automatic]
shim-signed/stable,now 1.47+15.8-1 amd64 [installed,automatic]
shim-unsigned/stable,now 15.8-1 amd64 [installed,automatic]
signon-plugin-oauth2/stable,now 0.25+git20231015.fab69886-3 amd64 [installed,automatic]
smartmontools/stable,now 7.4-3 amd64 [installed,automatic]
socat/stable,now 1.8.0.3-1 amd64 [installed,automatic]
sonnet-plugins/stable,now 5.116.0-1 amd64 [installed,automatic]
sonnet6-plugins/stable,now 6.13.0-1 amd64 [installed,automatic]
sound-theme-freedesktop/stable,now 0.8-6~deb13u1 all [installed,automatic]
squashfs-tools/stable,now 1:4.6.1-1 amd64 [installed]
sqv/stable,now 1.3.0-3+b2 amd64 [installed]
sse3-support/stable,now 27 amd64 [installed,automatic]
sshfs/stable,now 3.7.3-1.1+b2 amd64 [installed,automatic]
sudo/stable,now 1.9.16p2-3 amd64 [installed,automatic]
sweeper/stable,now 4:25.04.0-1 amd64 [installed,automatic]
switcheroo-control/stable,now 2.6-3 amd64 [installed,automatic]
systemd-coredump/stable,now 257.9-1~deb13u1 amd64 [installed,automatic]
systemd-sysv/stable,now 257.9-1~deb13u1 amd64 [installed]
systemd/stable,now 257.9-1~deb13u1 amd64 [installed]
systemsettings/stable,now 4:6.3.4-2 amd64 [installed,automatic]
sysvinit-utils/stable,now 3.14-4 amd64 [installed]
tar/stable,now 1.35+dfsg-3.1 amd64 [installed]
tdb-tools/stable,now 2:1.4.13+samba4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
tpm-udev/stable,now 0.6+nmu1 all [installed,automatic]
tzdata-legacy/stable,now 2025b-4+deb13u1 all [installed,automatic]
tzdata/stable,now 2025b-4+deb13u1 all [installed]
ucf/stable,now 3.0052 all [installed,automatic]
udev/stable,now 257.9-1~deb13u1 amd64 [installed]
udisks2/stable,stable-security,now 2.10.1-12.1+deb13u1 amd64 [installed,automatic]
unar/stable,now 1.10.8+ds1-9 amd64 [installed,automatic]
unzip/stable,now 6.0-29 amd64 [installed,automatic]
upower/stable,now 1.90.9-1 amd64 [installed,automatic]
usb-modeswitch-data/stable,now 20191128-7 all [installed,automatic]
usb-modeswitch/stable,now 2.6.1-4+b2 amd64 [installed,automatic]
usb.ids/stable,now 2025.07.26-1 all [installed,automatic]
usbmuxd/stable-security,now 1.1.1-6+deb13u1 amd64 [installed,automatic]
usbutils/stable,now 1:018-2 amd64 [installed,automatic]
user-setup/stable,now 1.107 all [installed,automatic]
util-linux/stable,now 2.41-5 amd64 [installed]
uuid-runtime/stable,now 2.41-5 amd64 [installed,automatic]
vim-common/stable,now 2:9.1.1230-2 all [installed]
vim-tiny/stable,now 2:9.1.1230-2 amd64 [installed]
vlc-data/stable-security,now 3.0.23-0+deb13u1 all [installed,automatic]
vlc-plugin-base/stable-security,now 3.0.23-0+deb13u1 amd64 [installed,automatic]
vlc-plugin-video-output/stable-security,now 3.0.23-0+deb13u1 amd64 [installed,automatic]
vulkan-tools/stable,now 1.4.304.0+dfsg1-1 amd64 [installed,automatic]
wayland-utils/stable,now 1.2.0-2 amd64 [installed,automatic]
webext-plasma-browser-integration/stable,now 6.3.4-2 all [installed,automatic]
wget/stable,now 1.25.0-2 amd64 [installed]
whiptail/stable,now 0.52.25-1 amd64 [installed]
wireless-regdb/stable,now 2025.07.10-1 all [installed,automatic]
wireplumber/stable,now 0.5.8-2 amd64 [installed,automatic]
wpasupplicant/stable,now 2:2.10-24 amd64 [installed,automatic]
x11-common/stable,now 1:7.7+24+deb13u1 all [installed,automatic]
x11-utils/stable,now 7.7+7 amd64 [installed,automatic]
x11-xkb-utils/stable,now 7.7+9 amd64 [installed,automatic]
x11-xserver-utils/stable,now 7.7+11 amd64 [installed,automatic]
x11proto-dev/stable,now 2024.1-1 all [installed,automatic]
xauth/stable,now 1:1.1.2-1.1 amd64 [installed,automatic]
xcvt/stable,now 0.1.3-1 amd64 [installed,automatic]
xdg-desktop-portal-gtk/stable,now 1.15.3-1 amd64 [installed,automatic]
xdg-desktop-portal-kde/stable,now 6.3.5-1 amd64 [installed,automatic]
xdg-desktop-portal/stable,now 1.20.3+ds-1 amd64 [installed,automatic]
xdg-user-dirs/stable,now 0.18-2 amd64 [installed,automatic]
xdg-utils/stable,now 1.2.1-2 all [installed,automatic]
xfonts-base/stable,now 1:1.0.5+nmu1 all [installed,automatic]
xfonts-encodings/stable,now 1:1.0.4-2.2 all [installed,automatic]
xfonts-utils/stable,now 1:7.7+7 amd64 [installed,automatic]
xkb-data/stable,now 2.42-1 all [installed,automatic]
xml-core/stable,now 0.19 all [installed,automatic]
xorg-sgml-doctools/stable,now 1:1.11-1.1 all [installed,automatic]
xorriso/stable,now 1.5.6-1.2+b1 amd64 [installed]
xserver-common/stable,stable-security,now 2:21.1.16-1.3+deb13u1 all [installed,automatic]
xserver-xorg-core/stable,stable-security,now 2:21.1.16-1.3+deb13u1 amd64 [installed,automatic]
xserver-xorg-input-all/stable,now 1:7.7+24+deb13u1 amd64 [installed,automatic]
xserver-xorg-input-libinput/stable,now 1.5.0-1 amd64 [installed]
xserver-xorg-input-wacom/stable,now 1.2.3-1 amd64 [installed,automatic]
xserver-xorg-legacy/stable,stable-security,now 2:21.1.16-1.3+deb13u1 amd64 [installed,automatic]
xserver-xorg-video-amdgpu/stable,now 23.0.0-1 amd64 [installed]
xserver-xorg-video-intel/stable,now 2:2.99.917+git20210115-1 amd64 [installed]
xserver-xorg/stable,now 1:7.7+24+deb13u1 amd64 [installed]
xsettingsd/stable,now 1.0.2-1 amd64 [installed,automatic]
xtrans-dev/stable,now 1.4.0-1 all [installed,automatic]
xwayland/stable,now 2:24.1.6-1 amd64 [installed,automatic]
xwaylandvideobridge/stable,now 0.4.0-2+b1 amd64 [installed,automatic]
xz-utils/stable,now 5.8.1-1 amd64 [installed,automatic]
zip/stable,now 3.0-15 amd64 [installed,automatic]
zlib1g/stable,now 1:1.3.dfsg+really1.3.1-1+b1 amd64 [installed]
zstd/stable,now 1.5.7+dfsg-1 amd64 [installed]
zutty/stable,now 0.16.2.20241020+dfsg1-1 amd64 [installed,automatic]
